neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,availability_365
0,0,200,5,0,342
1,1,99,14,30,317
0,1,68,3,2,0
0,0,102,2,121,361
0,1,220,3,27,68
1,1,199,3,24,0
1,1,165,5,22,316
1,1,150,2,162,231
0,1,385,1,66,363
0,0,75,7,0,0
1,1,499,2,63,26
2,0,85,1,219,305
0,1,160,4,2,34
0,1,249,3,12,26
0,0,80,2,35,189
0,0,120,1,124,292
4,0,35,7,2,90
0,1,169,4,63,323
1,1,220,4,162,341
0,0,85,3,103,344
1,1,300,7,0,0
1,0,79,30,185,302
0,0,90,4,219,30
1,0,99,1,280,246
1,2,50,1,61,0
0,0,46,1,184,362
0,1,325,3,116,203
3,0,68,2,11,88
1,1,198,3,9,0
0,1,100,5,4,0
0,1,175,2,15,64
1,1,130,4,22,77
1,1,180,3,18,0
0,1,209,3,56,160
1,1,150,4,2,141
1,1,104,3,57,6
1,1,175,4,13,0
1,0,80,1,1,0
0,0,68,2,37,23
1,0,72,5,451,13
2,1,107,30,24,262
1,1,150,7,19,24
4,0,45,3,190,329
0,0,49,2,46,301
0,1,349,1,169,344
1,1,185,2,165,259
1,1,145,3,2,0
0,1,96,3,1,0
0,1,120,5,3,0
1,1,160,1,15,0
0,1,800,3,60,67
0,1,349,2,320,260
2,1,350,2,182,272
0,1,125,30,1,341
0,1,350,2,134,56
0,1,150,10,10,185
0,1,180,30,0,352
1,1,200,1,60,260
0,1,99,30,5,242
1,1,130,5,9,0
0,1,150,3,1,0
0,1,90,10,33,269
0,0,95,1,10,0
2,1,70,30,3,0
1,0,82,3,10,251
0,1,250,30,62,292
1,1,90,4,266,150
2,0,75,2,251,317
0,1,160,14,3,0
1,0,115,7,8,178
0,0,150,4,5,0
0,0,89,4,160,23
2,1,69,5,5,4
1,0,170,2,183,254
0,1,375,5,19,43
1,1,118,3,141,13
1,1,135,6,42,170
4,1,250,3,119,339
0,1,200,7,20,365
1,1,150,5,5,0
1,0,50,2,16,60
0,0,60,2,0,0
1,1,100,2,24,0
1,1,265,3,26,341
1,0,90,30,3,128
1,1,175,2,0,0
0,0,36,10,5,44
1,1,250,4,2,0
1,1,220,3,194,338
1,0,93,14,88,176
0,1,275,5,2,357
2,0,109,30,304,0
0,1,450,2,11,0
1,1,165,30,19,259
0,1,80,7,23,20
1,0,295,5,103,350
0,1,280,7,82,41
1,1,300,30,92,106
1,1,99,30,66,0
0,1,175,3,18,0
1,1,225,4,153,205
1,1,230,6,6,0
0,0,90,7,43,38
1,1,102,3,36,21
0,0,59,10,19,0
1,1,195,2,160,68
2,1,150,3,74,365
1,1,170,1,47,17
1,1,217,2,43,0
1,1,185,1,102,91
1,0,58,6,18,0
0,1,189,4,33,1
1,1,88,30,60,0
1,1,195,3,22,59
2,1,110,5,107,276
0,1,120,14,0,0
1,0,79,4,87,30
1,1,110,10,16,0
0,0,200,3,2,365
0,0,69,4,19,43
2,0,55,1,474,332
0,1,135,4,5,0
1,1,500,2,63,79
0,1,90,3,0,157
0,1,135,3,28,211
0,0,199,1,0,365
1,1,90,2,5,0
1,1,160,4,16,0
0,0,65,20,6,311
1,1,210,3,25,347
1,1,399,3,15,0
1,1,300,1,45,111
0,1,185,1,215,348
1,1,220,3,33,174
0,1,121,2,46,0
1,1,120,10,25,129
0,0,152,2,23,365
0,1,250,2,57,25
1,0,99,6,80,0
0,1,104,11,22,0
0,1,120,5,40,0
1,1,295,3,85,261
0,1,90,4,1,0
1,1,197,14,29,0
1,1,145,5,1,0
1,1,90,30,23,0
1,0,125,2,42,172
1,1,190,1,195,69
1,2,76,2,158,324
0,0,50,2,1,0
1,0,107,1,115,85
0,1,80,4,42,245
0,1,150,5,3,0
0,1,110,90,32,330
0,1,115,370,6,365
1,1,151,2,214,256
0,1,130,2,11,0
0,1,180,2,221,264
0,0,95,1,123,359
1,0,79,1,132,335
0,0,60,30,41,245
0,1,133,4,104,338
1,1,120,30,18,337
0,0,120,2,143,102
1,0,700,28,4,22
1,1,165,3,25,0
1,1,165,4,4,0
2,1,54,45,198,80
1,1,100,5,6,0
0,0,80,7,10,365
1,0,96,19,30,165
0,1,159,2,4,0
0,0,50,2,201,54
1,0,75,2,51,77
0,1,155,30,63,249
0,0,150,2,28,72
2,1,92,1,55,8
0,0,75,5,1,0
2,0,69,40,23,207
0,1,115,4,61,15
1,1,120,60,5,0
1,0,120,2,67,179
1,1,215,30,110,332
0,1,195,2,160,255
0,1,175,3,102,215
0,0,80,2,5,311
0,0,48,5,1,0
1,1,200,7,34,217
0,1,275,30,6,363
0,0,72,1,61,335
1,1,199,60,11,281
0,1,250,30,1,250
1,0,75,5,46,343
1,0,125,1,132,365
1,0,229,1,62,36
0,1,175,10,8,0
0,1,140,3,16,0
0,0,54,2,19,220
2,1,75,2,17,0
1,1,110,7,12,0
1,1,165,1,321,185
1,0,55,4,160,79
1,0,55,4,142,179
1,1,300,1,5,0
1,1,275,6,61,69
1,1,331,7,0,189
0,0,77,3,5,0
1,0,60,30,36,365
0,1,129,1,109,261
2,0,100,3,28,188
0,1,120,4,14,0
0,1,500,2,250,307
1,1,179,4,12,11
0,1,149,2,20,4
0,1,180,14,27,312
0,0,100,2,73,257
0,1,180,3,2,0
0,1,128,5,38,20
0,1,260,14,5,0
2,0,55,3,0,365
0,0,65,3,31,22
1,1,200,2,17,0
1,1,249,3,35,38
0,1,300,30,63,365
1,1,120,7,149,16
1,0,120,20,107,144
0,1,125,5,7,0
2,1,99,3,48,301
0,1,115,3,54,3
0,1,275,31,17,364
0,1,198,2,103,299
1,1,199,3,243,142
2,0,45,3,0,365
1,0,125,3,93,58
1,1,80,2,54,193
1,1,130,30,2,116
0,0,35,28,88,326
0,1,90,30,15,0
0,1,250,3,25,188
0,1,115,3,0,0
0,1,200,4,11,0
0,0,64,30,17,230
0,0,65,3,5,341
2,1,175,14,0,0
1,0,90,2,28,358
0,0,85,2,0,0
1,1,150,30,0,352
1,1,50,30,8,91
1,1,136,2,15,6
0,1,400,3,2,83
0,1,125,4,40,29
1,1,165,7,57,32
0,1,180,3,0,0
1,1,105,14,6,0
1,1,148,4,57,0
0,1,120,3,22,189
1,1,99,8,6,0
1,1,175,1,17,0
0,0,85,2,14,0
1,0,80,1,160,319
0,1,119,2,85,338
2,0,89,1,165,50
1,2,195,2,13,0
1,1,1000,30,44,364
1,1,225,4,51,172
0,1,165,2,179,0
0,0,60,2,206,86
1,1,165,5,4,87
0,0,80,14,2,67
2,0,52,3,1,0
1,1,160,4,2,0
0,1,110,5,3,15
1,0,60,2,19,0
3,1,299,3,59,245
1,1,200,6,1,128
1,1,700,5,1,365
0,0,120,3,254,271
1,0,65,2,129,32
1,1,263,30,11,33
0,1,120,20,32,149
1,1,150,5,8,0
1,0,60,2,261,156
0,0,350,2,3,365
3,0,71,2,23,352
1,1,433,5,108,318
1,0,79,3,9,329
1,0,140,2,248,0
2,0,61,4,107,335
1,0,100,3,41,0
1,1,250,4,43,347
1,0,145,3,39,44
0,2,45,4,31,0
0,0,73,6,6,310
0,1,150,3,18,68
1,1,234,20,29,302
1,1,150,1,11,0
1,0,65,4,161,182
0,1,195,1,39,270
1,1,135,365,0,365
0,1,90,7,2,0
1,1,595,5,59,169
1,0,109,1,323,276
0,1,200,3,56,365
1,1,90,30,3,358
1,1,100,30,2,342
1,1,85,30,2,223
1,1,87,30,3,363
1,1,95,30,1,365
1,1,349,3,58,341
1,1,99,3,10,0
1,1,160,2,83,105
1,1,149,4,12,203
0,1,60,3,1,0
1,1,285,7,10,0
0,0,72,1,48,312
1,1,150,16,5,339
0,1,200,3,15,0
1,0,79,1,347,247
1,1,197,1,108,269
0,1,75,3,163,218
1,1,127,3,182,264
1,0,110,1,37,365
2,0,69,1,30,0
0,0,100,60,3,365
1,1,99,3,46,31
0,1,139,2,211,19
1,0,113,1,93,2
1,1,250,2,10,0
1,1,295,4,72,122
1,1,2000,30,59,364
1,1,220,2,18,0
1,0,75,5,6,0
0,1,100,31,15,223
0,1,199,4,78,65
1,1,200,3,17,5
0,1,140,4,15,365
1,0,50,7,1,0
0,0,45,5,69,223
0,1,109,31,114,110
1,0,108,3,161,24
0,0,42,5,70,236
0,0,70,3,0,0
1,1,141,2,46,346
0,1,355,5,19,301
0,1,80,3,162,249
0,0,250,2,70,0
2,0,75,14,11,332
1,0,88,2,2,348
1,0,65,5,39,318
2,0,58,2,56,365
2,1,75,3,1,0
2,0,100,2,35,144
1,0,167,5,32,341
2,0,65,2,1,0
1,1,125,21,12,267
1,0,95,2,211,126
3,0,54,2,48,232
0,1,89,2,219,319
1,0,92,3,218,12
1,1,199,6,40,0
1,1,179,14,37,284
2,0,65,20,28,188
1,0,55,3,66,13
1,1,129,30,43,256
1,1,134,30,9,313
0,0,35,3,13,2
1,0,250,1,60,148
0,1,249,4,19,362
2,0,62,1,296,234
1,0,119,1,96,0
0,1,179,2,77,0
0,1,220,1,115,96
0,1,198,1,294,233
0,1,155,3,66,309
0,1,199,7,4,0
1,1,95,3,39,15
0,1,550,4,173,258
0,0,60,2,295,210
0,1,380,4,62,170
0,0,84,2,138,225
1,1,165,30,27,128
1,1,105,30,96,295
0,1,134,2,119,0
0,0,68,5,8,281
1,1,73,30,100,3
0,1,150,5,1,27
1,1,100,3,89,0
1,0,75,2,176,23
1,0,120,4,31,0
0,1,85,4,239,1
1,1,55,2,79,3
1,0,95,10,13,51
1,0,72,14,11,297
1,1,250,80,5,78
0,0,69,2,13,0
0,0,78,4,190,188
0,1,220,1,404,341
1,1,230,2,27,101
0,1,150,4,79,246
0,0,80,2,14,364
0,0,150,3,32,365
0,1,150,3,76,266
1,1,900,1,7,365
1,1,130,7,11,0
0,0,70,5,18,365
2,1,120,3,60,281
3,0,75,30,59,354
0,1,100,15,22,5
0,0,69,3,2,284
1,1,399,7,104,42
1,1,299,3,6,348
1,0,100,3,326,90
2,0,68,28,55,89
0,0,103,3,0,0
1,1,175,5,56,263
0,1,330,3,51,19
1,1,425,5,7,0
1,1,240,5,86,344
3,0,75,30,36,362
0,0,210,2,75,309
0,1,175,1,363,323
0,0,85,2,146,46
2,1,120,3,51,253
2,1,120,3,55,289
0,0,75,5,1,0
1,1,495,3,29,22
0,0,65,14,30,38
4,0,39,2,169,306
0,1,93,4,1,0
0,0,146,2,8,88
0,1,120,3,12,15
1,0,79,3,19,365
0,1,100,5,9,0
1,0,120,1,5,0
1,1,150,5,17,36
1,1,144,4,70,198
0,0,60,7,0,0
1,1,350,1,1,0
0,0,85,5,1,189
1,1,195,3,17,26
1,1,200,2,59,0
1,1,169,5,62,249
1,0,95,10,6,63
1,1,375,2,33,346
0,1,168,2,158,253
0,1,50,4,8,220
0,0,129,2,129,36
2,1,245,6,1,164
0,1,199,3,50,47
0,1,199,3,116,36
0,0,99,6,89,89
0,1,160,1,17,0
0,0,65,2,164,0
1,0,70,7,67,0
1,0,80,1,135,365
1,1,100,30,3,365
0,0,70,1,139,364
1,1,200,2,23,0
0,0,66,3,51,329
1,1,200,3,203,260
0,0,95,2,164,93
1,1,140,1,6,0
1,0,65,1,327,287
1,1,106,7,10,0
1,1,155,181,82,188
1,1,249,2,111,28
1,1,120,7,6,0
0,0,52,5,35,1
1,0,75,26,57,98
0,2,195,2,80,364
3,1,625,4,1,335
1,1,171,30,4,346
1,1,185,30,8,346
2,0,55,7,39,46
0,0,50,2,27,2
1,1,120,30,3,365
1,1,210,14,10,0
1,1,133,2,1,50
0,1,73,30,21,251
1,1,350,1,237,0
1,1,259,2,20,17
1,0,97,7,2,87
1,1,199,7,66,142
1,1,125,2,7,358
0,1,100,1,273,45
0,0,39,5,60,34
1,1,125,28,19,267
1,1,150,1,2,0
1,1,170,7,83,203
1,1,199,3,219,212
1,0,80,3,0,362
0,0,125,3,270,300
1,0,155,5,18,90
1,0,120,4,132,267
0,1,220,3,151,115
0,1,90,1,3,0
0,0,61,2,167,320
1,1,179,4,213,277
2,2,108,5,2,0
0,1,575,3,12,0
1,0,99,1,353,73
0,1,175,3,3,0
0,1,110,1,3,0
0,1,250,10,4,0
0,0,100,1,113,0
1,1,200,4,11,259
2,1,89,3,17,0
1,1,400,3,46,175
0,1,149,21,52,0
1,1,500,10,10,33
1,0,95,5,64,316
0,1,125,3,104,275
1,0,80,4,75,15
0,1,105,5,227,234
2,0,39,30,13,360
4,1,49,2,189,238
1,1,187,14,1,0
0,0,55,3,10,0
0,1,250,3,61,0
1,1,125,4,3,0
0,1,100,2,27,159
0,1,175,7,1,0
0,0,50,4,32,347
1,1,133,6,22,5
1,1,155,5,63,235
2,1,140,5,15,260
2,0,80,2,72,364
0,0,103,2,58,69
1,1,600,3,9,353
0,0,70,3,169,188
0,0,75,3,2,0
0,0,55,3,66,264
1,1,50,4,24,25
2,1,390,3,1,89
0,1,82,8,108,238
0,2,52,3,19,88
0,0,115,2,91,258
2,1,299,2,67,322
0,1,175,13,64,116
0,1,100,90,4,250
1,1,95,1,0,0
2,0,55,80,3,119
0,0,45,2,77,167
0,1,165,1,41,19
1,1,105,7,2,0
0,1,200,3,4,0
1,0,65,30,1,249
1,0,100,7,1,0
0,1,312,2,302,246
1,1,195,1,1,0
1,1,100,29,3,301
0,1,155,3,13,0
2,1,250,28,0,88
1,1,165,3,276,146
1,1,120,3,22,365
4,0,38,1,187,241
0,2,200,1,0,365
0,0,90,10,1,0
1,0,85,2,138,196
2,0,55,2,31,282
1,2,350,2,13,0
1,0,59,4,12,12
1,1,280,4,97,48
2,0,69,1,153,132
0,1,230,5,72,325
0,1,200,2,72,52
0,1,150,5,52,311
0,0,75,1,28,365
1,0,120,3,2,0
1,1,140,30,18,182
1,1,200,2,8,337
1,1,225,3,3,189
0,1,145,7,4,36
4,0,60,3,86,1
0,1,119,5,7,0
1,1,189,2,68,63
1,1,190,2,185,0
1,0,69,7,48,235
2,0,70,1,148,303
0,1,155,2,8,0
0,1,149,2,67,329
1,0,160,1,148,295
0,0,100,20,1,214
1,1,220,25,1,350
1,0,85,2,211,339
1,1,135,5,18,0
0,0,45,1,168,359
1,1,225,1,50,265
1,1,100,7,11,0
0,1,145,3,121,45
1,1,210,1,108,305
0,1,195,4,10,95
1,0,95,7,46,0
1,1,140,2,34,159
1,0,95,2,25,0
1,1,295,10,11,0
1,0,80,3,0,0
1,1,250,9,2,126
4,1,60,1,25,311
1,1,150,2,4,0
1,1,159,2,260,141
0,1,225,1,0,0
1,0,78,1,52,0
1,1,210,30,48,36
0,0,60,14,12,0
1,1,220,6,23,0
0,1,199,265,20,90
0,1,225,300,13,0
1,1,350,6,13,0
1,0,65,2,93,0
1,1,225,7,3,250
0,0,82,3,62,247
1,0,75,26,58,129
2,0,60,1,0,0
1,1,105,14,7,84
0,1,115,4,12,0
1,1,150,25,1,207
0,0,65,5,5,0
0,1,150,4,13,15
0,0,101,2,32,0
1,1,130,3,26,19
0,0,165,1,0,0
1,1,175,3,1,0
1,1,115,3,186,237
0,1,128,5,154,301
1,1,116,30,5,311
1,1,192,2,41,0
0,1,150,17,3,0
0,1,163,1,3,0
0,0,40,8,32,284
0,1,200,10,6,174
1,1,158,5,39,0
0,0,115,2,25,89
1,0,85,1,190,178
1,1,173,4,16,0
0,1,250,4,6,250
1,1,465,30,47,277
0,1,275,7,2,0
1,0,195,3,61,134
0,1,63,5,5,0
1,0,36,1,33,211
0,1,130,5,2,0
0,1,200,4,13,0
0,0,85,2,36,278
2,1,150,14,0,0
2,0,45,3,89,213
2,0,45,3,125,208
0,0,79,5,5,198
0,1,149,4,1,0
1,1,200,7,3,0
1,0,85,1,1,365
2,0,60,3,12,351
1,1,139,45,16,0
0,1,160,30,19,59
1,0,95,4,150,192
0,0,80,10,15,0
0,1,250,5,2,0
1,1,349,3,3,0
1,1,165,7,8,234
0,1,119,5,42,0
1,1,240,7,7,0
0,0,79,4,1,359
0,1,215,3,1,300
0,0,49,1,61,100
0,1,190,3,76,48
1,1,99,2,52,30
0,0,68,8,37,280
0,1,185,30,36,358
1,1,225,4,92,67
1,0,81,10,64,311
1,1,199,5,23,0
0,0,55,2,2,0
1,1,340,7,38,302
1,1,135,3,205,184
2,1,85,2,108,0
0,1,65,7,4,0
1,1,100,30,13,219
0,0,109,1,73,284
1,1,290,2,70,339
1,0,35,7,0,0
1,1,148,5,29,188
2,0,57,2,17,308
1,1,150,6,23,0
1,0,60,2,67,117
1,0,60,2,48,114
1,2,45,2,107,313
1,0,60,2,33,211
0,1,125,3,124,158
1,0,60,2,36,133
0,0,75,2,38,365
1,1,121,2,6,156
0,0,89,2,89,318
0,1,300,30,1,0
0,0,110,1,4,0
0,1,99,7,10,81
0,1,170,7,41,0
0,0,90,2,24,30
1,0,179,2,251,157
1,0,80,4,41,119
1,0,65,5,29,186
1,0,69,1,322,84
0,0,42,1,18,60
0,0,70,1,8,0
0,1,155,5,22,189
1,1,135,1,225,19
1,0,120,21,79,34
0,1,135,8,7,0
3,0,47,1,20,323
1,0,69,4,18,280
0,0,100,2,37,2
0,0,51,3,36,32
0,1,4000,4,0,83
1,0,65,180,2,263
0,0,60,3,126,120
0,0,70,1,84,188
1,1,130,3,26,23
0,0,70,1,37,325
0,1,200,2,267,266
0,1,150,3,11,0
1,1,130,5,47,9
0,0,68,7,1,87
1,0,79,1,137,298
1,1,149,10,9,0
0,0,120,1,0,0
1,1,250,4,1,0
1,1,175,7,23,0
1,0,40,15,4,353
0,0,55,11,11,11
1,0,99,2,540,179
0,1,500,5,0,0
1,1,240,7,26,330
2,1,400,2,47,361
1,1,280,2,0,0
1,1,235,3,5,177
1,1,130,5,4,0
0,1,96,5,224,77
2,0,63,2,26,249
0,1,150,10,8,176
0,1,200,2,11,0
0,1,90,7,6,0
1,1,269,5,15,0
1,0,80,7,0,31
0,0,80,2,24,0
1,1,400,7,7,365
1,1,349,3,17,356
1,1,495,2,66,334
0,1,85,14,13,22
0,1,85,15,22,0
1,0,999,10,30,365
1,0,109,3,26,18
1,1,175,3,50,1
1,1,150,4,14,18
0,0,80,4,80,245
1,1,150,7,1,0
1,1,175,1,33,0
2,1,107,30,15,268
1,1,80,60,22,226
2,0,80,3,8,342
1,0,75,1,4,0
0,1,800,1,34,365
0,1,130,1,219,237
1,1,250,7,0,0
1,1,260,6,23,0
0,0,36,1,8,83
0,1,140,2,11,35
1,1,145,2,220,268
0,1,120,3,8,0
0,0,75,18,5,112
0,0,60,2,2,0
0,0,69,30,51,7
1,0,95,1,7,0
1,1,300,30,93,284
1,0,131,2,220,1
0,1,120,5,6,0
0,1,100,5,15,94
0,1,100,4,20,0
1,1,190,1,0,0
1,1,160,1,187,221
2,0,60,2,17,314
0,0,75,3,46,311
2,0,45,2,39,292
1,0,65,2,15,361
0,1,120,5,145,0
1,1,80,4,16,0
0,1,100,7,52,56
0,1,250,2,82,0
1,1,235,2,97,40
0,0,85,2,35,365
1,1,195,31,8,273
0,1,145,3,166,151
0,1,55,30,0,159
0,1,289,3,38,354
1,1,120,30,17,231
0,1,149,5,26,14
1,2,100,1,31,364
1,1,166,1,15,188
1,1,99,3,106,331
0,1,150,2,37,230
0,2,44,2,155,325
1,1,195,2,12,90
2,1,95,30,0,0
1,0,100,4,8,7
0,1,60,5,3,189
1,0,62,2,45,310
1,0,99,5,8,0
1,0,90,15,25,35
1,0,88,1,100,98
1,1,125,1,64,135
0,0,74,1,8,283
1,1,176,7,33,0
0,0,62,2,11,158
1,0,51,1,4,0
0,1,249,3,31,365
1,1,200,2,82,157
4,0,30,2,291,208
0,1,240,2,22,280
1,0,100,1,58,316
1,1,125,2,71,199
0,1,149,29,86,125
0,1,170,1,315,275
1,0,150,2,3,365
1,0,125,4,77,326
0,0,68,5,43,282
1,0,90,7,35,312
1,0,65,3,68,361
0,0,50,31,10,193
0,0,65,3,132,35
0,1,200,30,1,283
0,0,65,3,116,73
0,0,58,10,7,0
1,0,65,2,2,0
0,1,185,4,8,8
0,1,115,4,6,0
1,0,100,30,0,365
1,0,200,1,0,0
0,1,115,2,20,282
0,1,140,4,125,239
0,0,62,2,22,87
0,1,95,3,154,310
0,1,100,3,7,0
1,1,113,3,71,343
1,1,108,30,5,230
0,0,62,3,112,59
0,1,95,3,36,89
0,1,200,4,4,0
1,1,165,2,21,347
0,0,60,1,109,2
0,0,80,2,37,89
0,1,100,6,78,0
1,0,110,3,213,281
0,2,50,3,15,365
0,0,79,2,102,361
0,1,140,3,93,65
1,1,339,4,28,167
2,0,55,1,116,298
2,1,81,1,313,263
0,1,191,3,156,21
0,1,139,3,106,248
1,1,500,5,1,281
0,1,120,2,27,280
1,0,60,2,53,0
2,0,70,2,0,188
0,1,295,2,8,365
0,1,100,6,10,0
1,0,49,1,594,339
1,1,150,3,9,0
0,1,120,2,163,161
1,1,2500,30,15,89
1,1,175,25,49,188
0,1,107,2,147,27
0,0,98,3,78,268
2,0,47,1,71,0
1,1,100,180,0,365
1,1,170,5,86,29
1,1,150,3,90,184
2,1,63,3,104,256
0,2,110,3,28,34
0,1,275,3,0,0
0,1,329,4,2,0
1,0,49,1,597,342
1,0,49,1,607,293
0,1,165,4,37,343
0,1,160,5,152,281
0,0,38,3,66,283
1,1,170,7,28,333
1,0,105,2,233,294
0,0,50,2,30,249
1,0,100,30,0,365
1,1,100,3,2,0
0,1,890,3,26,341
1,0,160,3,24,352
1,1,145,2,157,221
0,0,51,3,4,188
0,1,150,3,136,301
1,0,180,3,5,31
1,1,225,1,3,188
1,1,250,3,48,217
0,0,56,1,103,65
0,0,70,7,73,212
0,0,70,2,163,163
1,0,125,2,153,161
1,1,399,2,287,284
0,1,157,6,1,24
0,1,145,7,28,188
1,0,75,1,120,90
0,1,280,3,68,280
0,1,220,4,22,8
1,1,190,28,28,283
1,1,200,6,22,354
2,1,77,1,78,168
0,0,35,5,69,244
0,2,30,5,91,248
1,1,199,29,12,31
1,1,140,3,25,157
1,1,124,30,4,42
1,1,295,7,92,316
1,1,160,7,13,335
2,0,349,1,30,365
0,0,98,2,38,158
2,0,76,1,75,0
1,1,230,3,20,282
0,0,60,3,13,0
0,0,40,5,0,0
1,0,118,30,116,228
0,0,125,20,35,311
0,1,195,29,55,233
1,0,85,2,100,63
1,0,55,14,17,41
0,1,155,2,20,0
0,0,99,1,94,358
1,1,140,30,81,194
0,0,85,1,32,340
0,1,75,7,15,178
0,0,53,5,39,282
0,1,150,2,42,365
1,1,179,3,209,202
0,1,135,1,67,348
1,1,200,4,45,48
1,1,200,3,1,0
0,1,100,5,117,73
0,1,134,14,14,0
1,0,100,1,414,231
1,0,50,20,11,269
0,0,50,40,16,324
0,1,400,30,30,67
2,1,115,2,74,314
1,1,235,3,73,44
1,1,125,7,50,188
1,1,250,2,56,134
1,1,650,5,7,90
0,0,97,7,13,204
0,1,189,2,236,279
1,1,100,1,129,281
0,0,49,5,114,323
4,1,84,3,67,0
0,1,165,7,5,0
1,1,87,59,51,0
0,0,120,6,15,9
1,1,195,10,10,270
0,0,89,1,21,365
0,0,62,2,324,267
0,1,130,28,14,340
1,0,75,3,51,127
0,0,64,2,35,329
0,1,150,2,11,364
1,0,100,2,53,350
1,1,190,3,159,244
0,0,98,2,7,273
0,1,150,30,48,0
2,1,99,3,158,322
1,1,100,185,0,358
1,1,159,4,65,1
0,0,70,1,18,146
1,0,91,5,395,1
0,1,325,1,11,363
0,1,149,4,33,313
1,1,200,10,35,51
1,1,169,2,61,59
1,1,249,3,10,5
2,1,85,2,260,254
2,0,81,2,183,326
1,1,199,2,54,322
1,1,88,3,37,47
1,1,170,4,1,273
1,1,100,1,0,0
0,1,130,9,3,329
1,1,135,30,190,253
0,1,65,30,25,188
0,1,100,180,0,365
1,1,165,3,281,177
2,0,78,4,70,348
0,1,350,5,12,0
2,1,160,3,96,298
0,1,225,5,6,188
1,1,170,5,25,177
1,0,349,3,3,87
1,0,65,2,57,251
1,0,420,3,182,301
1,1,119,3,17,0
0,1,100,365,1,365
1,1,97,3,185,6
1,1,191,30,8,346
1,1,187,30,13,346
1,1,172,30,4,346
1,1,950,3,28,357
0,1,275,4,81,310
1,1,99,30,1,113
1,1,334,11,14,238
1,0,60,7,1,0
0,1,145,3,200,303
2,0,75,4,19,10
1,1,130,20,33,11
1,1,575,1,447,207
1,1,295,7,2,0
1,1,300,3,108,318
0,1,120,28,1,280
0,0,50,3,92,171
1,2,56,2,117,303
1,1,191,2,66,347
1,0,135,7,70,44
0,1,195,7,98,94
1,2,75,1,43,9
1,0,99,10,45,83
0,1,350,3,41,22
0,1,40,15,10,365
2,1,130,1,58,301
0,1,225,2,48,339
0,1,225,7,8,342
2,2,38,1,127,55
0,1,200,7,10,11
1,1,550,1,0,365
0,1,235,6,5,3
0,0,75,5,8,365
0,1,249,30,71,273
0,1,120,5,7,0
0,0,50,28,1,343
0,1,85,3,10,149
0,0,78,3,10,95
1,0,110,3,49,0
0,0,50,3,138,315
1,0,52,3,163,0
0,0,63,2,0,66
1,1,105,45,20,109
2,0,75,2,132,333
2,0,69,7,12,365
1,1,165,60,11,311
0,1,125,2,45,0
4,0,85,2,11,363
1,1,499,5,47,341
1,0,60,5,66,232
1,0,95,5,35,320
0,1,105,5,12,0
0,0,55,2,65,235
0,1,289,2,39,88
0,0,70,2,45,0
1,1,275,7,0,188
1,1,130,7,5,231
0,1,125,2,38,3
0,1,150,2,17,23
2,0,46,4,70,173
1,1,100,3,226,221
0,0,90,5,8,0
0,1,90,3,166,104
1,1,220,360,1,0
1,1,1000,1,25,37
0,1,130,30,52,171
1,1,499,6,127,303
1,0,45,2,18,197
0,1,70,2,210,288
2,0,59,1,281,322
1,1,160,5,70,0
1,1,195,4,128,278
0,0,96,3,58,364
0,0,75,3,179,136
0,1,195,3,173,273
2,0,200,1,16,364
0,1,139,30,26,205
1,1,190,30,31,84
1,0,95,2,27,320
1,1,350,3,7,364
1,0,80,3,7,217
1,1,120,5,83,242
1,0,42,1,46,357
0,1,116,4,112,127
0,0,60,1,356,19
0,1,1395,1,55,362
1,1,425,2,68,358
0,1,225,4,95,251
1,1,159,5,16,0
3,1,221,30,0,0
1,0,150,7,44,365
1,1,199,1,116,300
0,0,70,1,4,0
1,1,110,31,235,84
0,0,60,2,10,18
0,0,50,3,2,0
1,0,120,1,360,240
1,1,395,5,0,0
0,0,60,2,51,57
1,1,145,2,146,148
0,1,83,30,16,26
1,0,100,3,64,355
0,1,200,2,3,0
1,0,50,3,145,211
1,0,70,1,206,15
0,1,175,2,279,218
0,1,149,28,18,265
0,1,125,3,162,300
1,0,58,1,323,284
2,1,160,2,13,56
2,1,150,30,9,365
1,1,131,30,23,33
1,1,250,30,17,327
2,0,70,1,136,359
1,1,149,5,26,0
0,1,109,2,70,339
1,0,185,2,243,127
0,1,138,14,6,356
1,0,150,10,36,0
0,0,80,1,14,283
0,1,75,2,2,0
1,1,300,5,44,87
1,0,176,2,123,268
0,0,47,2,248,0
1,0,40,7,26,272
2,2,60,7,0,362
0,0,89,1,49,24
1,0,75,2,152,12
0,1,110,7,195,284
1,1,85,30,23,0
0,0,72,4,54,71
3,1,190,2,0,365
1,0,85,2,233,72
0,1,325,2,19,328
0,1,125,2,116,365
1,1,200,3,3,0
0,1,195,30,38,345
1,1,175,2,0,280
0,1,189,4,227,247
0,1,182,9,27,23
0,1,105,1,349,277
1,1,240,1,67,321
0,1,185,4,95,215
1,1,160,4,5,168
1,1,250,4,23,11
1,1,650,30,36,256
2,0,35,5,59,250
0,1,85,4,72,360
0,1,550,3,21,1
0,0,80,2,44,159
0,1,175,6,32,291
0,0,95,2,132,354
1,1,158,4,37,314
1,0,85,3,37,5
1,1,209,1,23,365
0,1,150,2,21,3
0,0,70,2,55,13
2,0,73,1,6,363
0,0,85,2,1,0
0,1,95,3,218,246
0,1,125,2,16,0
1,0,89,3,29,190
0,0,50,2,36,232
